Categories,Article Title,Word Count,URL,Content
Preparing Your Order,My order is subject to 5% over or under my ordered quantity.  What does this mean? (overs and unders),125,https://support.discmakers.com/hc/en-us/articles/209954927-My-order-is-subject-to-5-over-or-under-my-ordered-quantity-What-does-this-mean-overs-and-unders-,"We try to deliver as close to the exact number of units ordered as possible, but it's important that you allow for as much as 5% over or under that number. The reason for overruns and underruns is this: all CD plants manufacture a bit more than you order, then discard any copies that don't meet quality standards. If there are more discards than we expect, you'll receive fewer copies than you ordered; if there aren't many discards, you'll receive somewhat more. You will only be charged for the exact number of CDs or DVDs you receive. Don't want to pay for overs? Simply prepay your order in full and they're free! View all of the terms and conditions for sales View Your Account Information"
Preparing Your Order,Payment Issues,294,https://support.discmakers.com/hc/en-us/articles/360041343314-Payment-Issues,"Because we take credit card security so seriously, we need to confirm the billing address for the credit card that you supplied for your order. This measure was put in place to combat identity theft and for the protection of innocent victims as well as our company. International credit cards: (drawn on NON US banks) For international credit cards we require verification of your id. We can accept a copy of your driver’s license (or other id with your name and address) showing the name and address that matches the billing information for the credit card being used. A signature is appreciated. As long as your billing and shipping addresses remain the same, we will only ask for this information once. US credit cards: (If you provide a billing address that does not match what your bank has on file) The address you supplied does not match what your bank has. Please call the phone number listed on the back of the credit card and ask them to update your records. Once you notify us that this has been completed, we will attempt to verify the address a second time. Some banks do not update the information immediately, so this could take a few days to complete. You’ll want to confirm this with your bank. *Note: While it may appear that we have taken the money from your account, we have only placed a hold on the funds. Unless we complete this transaction within 3 business days, the hold will be released. Thank you for acting promptly to this request as your project will remain on HOLD until this information has been confirmed. We do not wish to delay your delivery! Manufacturing Support Team 800-468-9353 (ask for Pre Sales Support – Option 1) info@discmakers.com "
Preparing Your Order,What States Do You Charge Sales Tax In?,102,https://support.discmakers.com/hc/en-us/articles/360034399374-What-States-Do-You-Charge-Sales-Tax-In-,"Because of new legislation, Federal Law requires us to collect sales tax for shipments being delivered to these states. As of 16 Dec 2019 sales tax is charged for in the following states: California (CA), Georgia (GA), Illinois (IL), Indiana (IN), Maine (ME), Maryland (MD), Michigan (MI), North Carolina (NC), New Jersey (NJ), New York (NY), Pennsylvania (PA), Tennessee (TN), South Carolina (SC) and Washington (WA), Wisconsin (WI). Additional states are expected to be added to this list before the end of 2019 - Colorado (CO), Minnesota (MN), Utah (UT) Another 20-25 are expected to be added by the end of 2020."
Preparing Your Order,What Types Of Payment Do You Accept?,118,https://support.discmakers.com/hc/en-us/articles/360034579113-What-Types-Of-Payment-Do-You-Accept-," We accept all major credit cards: We also accept PayPal payments from ""verified"" PayPal accounts. You would make your payment selection on the check out page of your quote. If you are using a major credit card be sure to enter the correct BILLING address for your credit card. This is the address that you supplied to your issuing bank. If you are using PayPal, you will be redirected to their site to pay. Once you send your payment, the order is submitted. Please note that all pricing and payments are calculated in US dollars. If paying with an international credit card, we will ask you for a photo id. That can be emailed to info@discmakers.com for processing."
Preparing Your Order,System Recommendations,95,https://support.discmakers.com/hc/en-us/articles/360034124313-System-Recommendations,"Many of our Pricing tool and Project Center pages work best using Google Chrome. Other browsers could cause errors or long upload times. Changing over to Chrome resolves many of these. Pop Ups are offered on some pages for additional information. If you have a pop up blocker in place, you could miss this information. (Ex:  order confirmation page after check out). Using a mobile device presents some challenges when using our Design Online option. If you are experiencing difficulty, try switching to a computer instead. Completing your design will be a bit less cumbersome. "
Preparing Your Order,My phone service is not listed for your SMS Text Alerts. What do I do?,81,https://support.discmakers.com/hc/en-us/articles/360042593934-My-phone-service-is-not-listed-for-your-SMS-Text-Alerts-What-do-I-do-,"Some phones will not work with our text alerts. Xfinity and Comcast type phones are a few examples. This happens because of the way the we have our text alerts set up. For other phones,  you can check to see who ""powers"" your service. Many phones such as Boost Mobile, use the networks from Sprint, Verizon or TMobile to name a few. If you select one of these carriers, you ""may"" receive the alerts. But don't worry! We'll still email you! "
Preparing Your Order,What is a coupon code?,78,https://support.discmakers.com/hc/en-us/articles/360042165054-What-is-a-coupon-code-,"On occasion, we offer promotional codes that you can use towards a current project. These codes must qualify for use and be entered prior to checking out and placing your order. After you upload your artwork and your content files to your saved project, you'll have access to the check out page. Enter the code in the Promo code field and click ""Apply code"". The discount will show as a new line item before you submit your payment. "
Preparing Your Order,Help! Can I make changes to an order I already placed?,169,https://support.discmakers.com/hc/en-us/articles/360015839473-Help-Can-I-make-changes-to-an-order-I-already-placed-,"It happens. You place your custom order with us then realize you need to make one last change AFTER you placed the order. As soon as you place your order, we may begin working on it immediately (especially if your art and content was approved before checking out). Once you identify that a change is needed, please contact us ASAP at: Support@discmakers.com or give us a call at 800-468-9353. One of our Project Managers will need to review the current progress on your order and let you know what the next steps and associated costs may be. While we will make every effort to accommodate your request, we may be at a point in the production process where a change to the: May be difficult or impossible to achieve and may incur additional costs and result in a delayed shipment of your project. You can change your shipping mode by logging into My Account and clicking on Edit Shipping option! By upgrading your shipping, you will incur additional charges. "
Preparing Your Order,Where do I enter a Coupon code or Discount code?,78,https://support.discmakers.com/hc/en-us/articles/360015801413-Where-do-I-enter-a-Coupon-code-or-Discount-code-,"On occasion, we offer promotional codes that you can use towards a current project. These codes must qualify for use and be entered prior to checking out and placing your order. After you upload your artwork and your content files to your saved project, you'll have access to the check out page. Enter the code in the Promo code field and click ""Apply code"". The discount will show as a new line item before you submit your payment. "
Preparing Your Order,SMS Text Alerts,81,https://support.discmakers.com/hc/en-us/articles/360015701214-SMS-Text-Alerts,"If you wish to opt in or out of receiving Text Alerts during the production of your order, please log into My Account. Click on the SMS text Alerts on the left side of the dashboard. Update your information! **Please note:  This service is currently only available to services within the US. If you do reside within the US and this option is not available, you may first need to update your contact information so that the site recognizes your address. "
Preparing Your Order,What 3rd party marketing information services does Disc Makers use?,182,https://support.discmakers.com/hc/en-us/articles/360001311067-What-3rd-party-marketing-information-services-does-Disc-Makers-use-,"We receive and store certain types of information whenever people interact with our Website or services. Disc Makers automatically receives and records information on our server logs from your browser including your IP address, geo-territory information, Disc Makers cookie information, the page you requested, and the media you have consumed (e.g., viewed, downloaded, uploaded, and shared). This is anonymous, non-personally identifiable information. Generally, our service automatically collects usage information, such as the numbers and frequency of visitors to our site and its components, similar to TV ratings that indicate how many people watched a particular show. This type of data enables us to figure out how often consumers use parts of the Website or services so that we can make the Website appealing to as many consumers as possible, and improve those services. We sometimes share this data with third party services. Here is the complete list of 3rd party marketing services that Disc Makers uses: Microsoft (Dynamics AX 2009) Net-Results IBM (Watson Campaign Automation) Facebook Wisepops LeadsBridge G Suite by Google Cloud Hotjar, LinkedIN Google Analytics Bing Google AdWords Google Remarketing"
Preparing Your Order,I received an error using your site,145,https://support.discmakers.com/hc/en-us/articles/360001134927-I-received-an-error-using-your-site,"When you get an error on our site, it typically means that something is ""not quite right"" with your upload or with the information that you entered. Some errors that you might encounter: A.  Your art or content files may be too large or too small or not in our templates at all and the site is not recognizing the file B.   Your art or content files may not be complete, or may not have a correct file extension for  your submission method. For starters, refresh your web browser (CTRL + F5) and try again. If that does not help, feel free to give us a call and we'd be happy to troubleshoot this issue with you. We'll need to know what you were doing at the time of the error, the browser you were using and any other information that  you think is important."
Preparing Your Order,Disc Makers’ guide to copyrights and licensing,683,https://support.discmakers.com/hc/en-us/articles/214496667-Disc-Makers-guide-to-copyrights-and-licensing,"Disc Makers is committed to protecting your intellectual property – your music, film, software, presentations, and any other copyrighted material. That's why we created Disc Makers' Anti-Piracy Compliance Program, which protects copyright owners from unauthorized reproduction of their property. We actively help protect your property rights and those of the owners of any third-party material you use on your project.Questions about Intellectual Property Protection, Copyrights, or Licensing?While intellectual property rights procedures can sometimes be time-consuming, they are a necessary safeguard to protect the rights of everyone involved in creating digital media. Every legitimate disc manufacturer will require you to prove ownership of all copyrighted material before your discs can be replicated.We know that obtaining copyrights and licenses can be confusing, so we've put together these step-by-step audio files to help guide you through the process: 1. Introduction: Copyright & Fair Use  (Audio & Rom/DVD)2. Master Use & Sync License  (Audio & Rom/DVD)3. Compulsory & Mechanical Licenses  (Audio & Rom/DVD)4. Compilations  (Audio)5. Software Licenses  (Rom/DVD)CopyrightsProtect your material by preregistering all original work – songs, films, scripts, artwork, software, etc. – with the United States Copyright Office. (https://www.copyright.gov) You automatically own the rights to your creation, but registering it with the Copyright Office is the best way to prove and protect your ownership. Songwriters may also want to affiliate and license your songs with a performing rights society, like ASCAP, BMI, or SESAC to collect performance royalties for your copyrighted songs.Using samples and other third-party materialNote: If your project contains any material owned by a third-party, Disc Makers cannot begin replication unless you send in a copy of the proper licensing.If your master contains any form of sampling you are required to purchase Master Use Licensing and include proof-of-purchase with your project. Sampling a portion of another artist's work, regardless of the length, from TV shows, movies, commercial sound bites, or music and video clips of any kind, requires Licensing. The owner will generally request information about the number of discs you are making and the countries where you intend to distribute, and will often charge you a fee.If you are a musician who has recorded a cover version of someone else’s song, you need to get a mechanical license authorizing you to reproduce their composition. You will have to get a separate license for each song and each format configuration (CD, digital download, ringtone).  The prevailing statutory rate is 9.10¢ for songs five minutes or less, or 1.75¢ per minute or fraction thereof over five minutes.Disc Makers has partnered with Easy Song Licensing, a leading license clearing firm, which offers an easy way to pay for mechanical licenses all in one easy on-line spot. Go here to get started. It really only takes a few minutes to be in compliance.If you do not own the rights to any content on your master you must also submit a completed Audio Manufacturing Agreement or a contract authorizing you to reproduce the content.If your master contains third-party software applications, such as Apple QuickTime, Windows Media Player, etc. additional licensing may be required. These applications are the property of the organizations that developed them. Even for freeware or shareware applications, you need a User Distribution License to include them on your project. Most software owners will require you to print their logo, trademark, or copyright symbol on your packaging, inserts, and discs. They may even mandate inclusion of warranty disclaimers and other legal information. Most third-party software, shareware, and freeware companies have downloadable licensing agreements on their websites.To avoid delays, you must submit the following to Disc Makers with your master: • A completed Intellectual Property Rights (IPR) form. Audio or DVD/CD-ROM.• A completed and signed Audio Manufacturing Agreement (only needed if the rights to content on your master belong to a third party).Copies of the following licenses:• Master Use License (if your project contains samples of previously released material)• User Distribution License (if you are using someone else's software on your disc)Reminder: Third-party material should be credited on your artwork (for music CDs) or in the on-screen credits (for films on DVD/CD-ROMs). Click here for more information "
Preparing Your Order,Do I need licensing before I place my order?,251,https://support.discmakers.com/hc/en-us/articles/360042651013-Do-I-need-licensing-before-I-place-my-order-,"Using samples and other third-party materialNote: If your project contains any material owned by a third-party, Disc Makers cannot begin replication unless you send in a copy of the proper licensing.If your master contains any form of sampling you are required to purchase Master Use Licensing and include proof-of-purchase with your project. Sampling a portion of another artist's work, regardless of the length, from TV shows, movies, commercial sound bites, or music and video clips of any kind, requires Licensing. The owner will generally request information about the number of discs you are making and the countries where you intend to distribute, and will often charge you a fee.If you are a musician who has recorded a cover version of someone else’s song, you need to get a mechanical license authorizing you to reproduce their composition. You will have to get a separate license for each song and each format configuration (CD, digital download, ringtone).  The prevailing statutory rate is 9.10¢ for songs five minutes or less, or 1.75¢ per minute or fraction thereof over five minutes.Disc Makers has partnered with Easy Song Licensing, a leading license clearing firm, which offers an easy way to pay for mechanical licenses all in one easy on-line spot. Go here to get started. It really only takes a few minutes to be in compliance.If you do not own the rights to any content on your master you must also submit a completed Audio Manufacturing Agreement or a contract authorizing you to reproduce the content."
Disc and Vinyl Manufacturing,What Are Your UPC Code Dimensions?,101,https://support.discmakers.com/hc/en-us/articles/360035601614-What-Are-Your-UPC-Code-Dimensions-," Our standard UPC code size is 1.25”x.5”- if you are having someone else do the design, it’s better to simply leave a space.  The UPC code will include it’s own white box, so there’s no need to include one in the art (and having a white box in your art will actually make it harder for you to line up the code correctly, as you can’t zoom in during the placement stage, so there’s a good chance of ending up with offset corners).  If you simply leave an obvious space for the code, that will make things far easier for you."
Disc and Vinyl Manufacturing,How Can I Add / Place A UPC Bar Code To My Artwork?,120,https://support.discmakers.com/hc/en-us/articles/360036108373-How-Can-I-Add-Place-A-UPC-Bar-Code-To-My-Artwork-,"First, purchase a UPC bar code in the project quoter.  If you're doing design off-line, plan ahead for where your bar code will go. It doesn't need a white box, just an area with no critical text or images. Size of bar code is .5"" tall by 1.25"" wide. After the screen where you upload your artwork (or create it if you are using our designer), you will be taken to a screen that allows you to choose the location for your UPC bar code in your artwork.  Please note, the UPC code you are placing is a 'DUMMY' code '01234567890'. We will assign a proper UPC code to your order, and replace the dummy code, after you check out."
Disc and Vinyl Manufacturing,Where Should I Place My UPC Barcode?,76,https://support.discmakers.com/hc/en-us/articles/360036108293-Where-Should-I-Place-My-UPC-Barcode-,"The UPC code is most often placed on the back panel of your packaging. It should also always be on the OUTSIDE of the packaging when it is closed / folded so it can be scanned at retail. If you are ordering a UPC code from us, our online project center will only allow you to place the UPC code on one of the outside panels of your artwork so that you can't make a mistake!"
Disc and Vinyl Manufacturing,"""Can you send me a copy of just my album cover?""",120,https://support.discmakers.com/hc/en-us/articles/360001934068--Can-you-send-me-a-copy-of-just-my-album-cover-,"You may just need the Album cover in a separate file to upload to a music sharing site, use on your Facebook page, etc. Once your order enters production, we post that file to your account for easy downloading! Log in to your account on our website and then click the ""View/Download Cover Artwork"" link on the right. ​Then on that next page there is a green ""View/download the full size cover artwork image"" link where you can download a JPEG of the art. ​  You can download the Full Size image in the window that pops up by right clicking the image and selecting 'Save image as...' (This may look different depending on the browser you are using) ​"
Disc and Vinyl Manufacturing,What's the difference between disc replication vs. duplication?,484,https://support.discmakers.com/hc/en-us/articles/209237318-What-s-the-difference-between-disc-replication-vs-duplication-,"  Depending on the size of your CD or DVD order there are two different ways your discs get made. 1) Replicated Discs The most common way to manufacture CDs is to replicate them. This involves a process where we mold each disc from melted polycarbonate (plastic) pellets. Before we replicate your disc we create a metal stamper that contains all the data (music or video) that goes on your disc. This stamper gets mounted in the disc molding machine, and when we inject the liquid polycarbonate into the mold, the disc that is replicated already includes your music (or video) content! Disc replication is a highly efficient process, with a disc with your content on it molded every 3 to 4 seconds. However, there is a significant amount of setup work required to make the stamper, and for that reason there is usually a minimum order required of 500 to 1,000 discs. Because Disc Makers specializes in small orders for independent artists, filmmakers, and business, we are (to our knowledge) the only US factory that will replicate discs. Replicated discs are preferred for larger quantities (quantities of 500 units and up).  After your discs are replicated we will print on the disc surface using either silkscreen or offset printing technology, depending on the type of artwork you have.  2) Duplicated Discs If you need less than 300 discs, we will duplicate them. Instead of molding a disc from polycarbonate pellets we start with a blank CD-R or DVD-R, and burn your content on it. We use automated duplicators that can burn multiple discs at once for a very fast and efficient process when you only need a few discs. We will also print on your discs using either an industrial inkjet printer, or using silkscreen printing.  Is there a quality difference between replication and duplication? Your order size determines whether Disc Makers replicates or duplicates your discs. In terms of the audio or video quality a consumer experiences, replicated discs are identical to duplicated discs. However, there is a very small possibility that if your discs are duplicated there might be some older generation disc players (including in cars) that experience errors when playing the duplicated disc. That is because disc duplication is a more recently developed process than disc replication, and some older CD and DVD players that pre-date the duplication specification may not be able to read all the content.  It is very infrequent that this happens. And to make sure your Disc Makers discs perform better than anyone else’s discs we use only the highest grade blank discs for all our disc duplication needs.  There is a clear difference between replicated and duplicated discs, but they each serve useful functions in bridging the gap between your content and fans.    Get Started with your DiscReplication or Duplication Order.  If you have further questions, please contact your Disc Makers product specialist at 1-800-468-9353."
Disc and Vinyl Manufacturing,How should I prepare my package design for printing?,99,https://support.discmakers.com/hc/en-us/articles/208912548-How-should-I-prepare-my-package-design-for-printing-,"Download our templates, and create your artwork in a professional graphics program, using high quality 300 dpi images. Be sure to use CMYK. We will convert any RGB images to CMYK for printing, which will result in color shifts. It is better that you see this change on your own computer. Finished design files must be submitted in PDF format via our project center. When exporting your final design for submission, we recommend exporting your PDFs using the PDF/X-4 preset available in every layout application. Not sure how to create a PDF? Learn how with our simple instructional video."
Disc and Vinyl Manufacturing,How long does it take to manufacture a project?,152,https://support.discmakers.com/hc/en-us/articles/209237678-How-long-does-it-take-to-manufacture-a-project-,"Our ""Standard"" turn time is 5 business days in production. The ""Extended"" turn time is an estimated 10-15 business days in production and is discounted from our standard turn time (the turn time is not guaranteed on Extended turn orders). Please remember to also allow time in transit! We also offer a ""Rush"" option for some of our bulk and jewel case packages which is a total of 1 business day in production. Basically, we ship the following business day. For those who need it fast, not next day fast, but faster than normal we offer our ""Priority"" Turnaround which is typically 3 business days in production. Adding additional services or a more complex product could increase your production time. Please check our online quoter for additional turn times associated with these as you move through the quote process. See a full breakdown of all of our products and turn times here."
Disc and Vinyl Manufacturing,Will my track titles load automatically when my discs are inserted into a car’s player?,119,https://support.discmakers.com/hc/en-us/articles/209541317-Will-my-track-titles-load-automatically-when-my-discs-are-inserted-into-a-car-s-player-,"Most car players and aftermarket car stereos will pull album information from the information that is encoded on your discs. This feature is commonly known as CD-Text, which can easily be added to duplication and replication orders prior to the production of your discs. CD-Text will only display on players with CD-Text capabilities. We recommend contacting one of our Product Specialists for more information about adding CD-Text to your order. CD text will only show on players with CD-text display capabilities. Please note that iTunes and Windows Media will NOT recognize this encoding (For more information on that, please see “Will my track titles load automatically when my discs are inserted into a computer?”). Learn More: Gracenote vs CD-Text "
Distribution Packages,Will my track titles load automatically when my discs are inserted into a computer?,85,https://support.discmakers.com/hc/en-us/articles/212550527-Will-my-track-titles-load-automatically-when-my-discs-are-inserted-into-a-computer-,"When album information is displayed on a computer, it is a result of your CD being registered with the Gracenote or AllMusic databases.  Gracenote registration is included with our Global Music Distribution Bundle packages. For more information about our Mega Distribution Bundle packages, we recommend visiting: https://www.discmakers.com/services/WebDistribution.asp. You can register your album with the AllMusic database by following the steps outlined on their website at: https://www.allmusic.com/product-submissions.  You can register your album with the Gracenote database by following the steps outlined on their website at: http://support.gracenote.com/articles/Public_FAQ/How-To-Submit-a-CD-General."
Disc and Vinyl Manufacturing,I have a CD master disc from my recording studio — how can I upload my music?,111,https://support.discmakers.com/hc/en-us/articles/208834018-I-have-a-CD-master-disc-from-my-recording-studio-how-can-I-upload-my-music-,"If you have an Audio CD master that is properly edited, has the correct track spacing, song order, and overall sound that you are happy with, you can use our Master Uploader App (view instructions here) to easily convert your physical master into a DDP 2.0* master that can be uploaded to us for your order. There is no loss in quality, and you save the time and cost of having to mail your physical master to us! Just check the ""Audio CD"" option when asked to choose your upload type. *A DDP 2.0 file set is the industry standard format used by replication facilities. Learn more about DDP 2.0 masters."
Disc and Vinyl Manufacturing,What file format should I use when I upload my songs?,125,https://support.discmakers.com/hc/en-us/articles/209541867-What-file-format-should-I-use-when-I-upload-my-songs-,"Individual audio files are only accepted as AIFF, WAV, FLAC (all preferred) or MP3 files. No other individual audio file formats are accepted. All individual audio files should be encoded with a sample rate of 44.1 kHz and in 2-channel (Stereo). The bit rate depends on the file type and should be as follows: AIFF, WAV and FLAC : 16-bit ; MP3 files: bit rate between 128 kb/s and 320 kb/s. We can also accept a DDP 2.0 file set. It is recommended that the DDP master be compressed in a zipped folder before uploading. If you have chosen to have your CD mastered by the SoundLAB at Disc Makers, we can accept any file format. Learn more about the files accepted by the SoundLAB."
Disc and Vinyl Manufacturing,How do I approve or reject my proofs?,184,https://support.discmakers.com/hc/en-us/articles/209957457-How-do-I-approve-or-reject-my-proofs-,"The quickest way to get your project moving forward is to approve or reject the proofs through the website. This will get your feedback DIRECTLY back to the artist or engineer working on your order! If you are rejecting your proofs and wish to upload a new file, you'll need to approve or reject all of your images first. Log into My Account and click on Approve/Reject Proof:  If you select I Accept the Proofs, you will see the message below.   If you select either I reject the Proofs or I reject the proofs and need to upload new files, you will receive the message below along with a box to enter instructions.  Once you click on Submit and all proofs have been addressed, a Live Proof Rejection will be assumed and you will be redirected to where you can upload new files. Be sure to click Submit after uploading for the process to complete. Your order will now be resubmitted for processing. This could add additional time to your production schedule. Learn more about our design services Learn more about our mastering services"
Disc and Vinyl Manufacturing,What is the status of my order? Is my order done yet? What is my tracking number?,79,https://support.discmakers.com/hc/en-us/articles/209240048-What-is-the-status-of-my-order-Is-my-order-done-yet-What-is-my-tracking-number-,"You can find plenty of useful information about your order using the MY ACCOUNT section of our webpage. Simply click the 'My Account"" button at the top of the page or go to https://www.discmakers.com/myaccount log in, and you track the progress of your order. You may need to click the 'View Project Details' link to get more in depth information such as tracking numbers, shipping addresses, approved proofs, or even a link to share your 3D proof (where applicable)."
Disc and Vinyl Manufacturing,"What’s the difference between a DVD-5, DVD-9, and DVD-10?",230,https://support.discmakers.com/hc/en-us/articles/209541847-What-s-the-difference-between-a-DVD-5-DVD-9-and-DVD-10-,"There are 3 common types of DVDs: DVD-5, DVD-9, and DVD-10. A DVD-5 is a single layer DVD that holds up to 4.7GB of data (around 120-133 minutes of video depending on compression). DVD-9 is a dual layer single sided DVD that holds up to 8.5GB of data (around 240 minutes of video depending on compression). This DVD is comprised of a solid layer and a semi-transparent layer that allows for almost twice the data of a DVD-5 and is often used to retain a higher bitrate (quality) that may not be feasible on a DVD-5. A characteristic or side effect with a DVD-9 is a slight pause in playback that happens when the DVD player laser changes from one layer to the next. This is referred to as a “layer break.” It is desirable to try and disguise this layer break by placing it in an inconspicuous location if possible. DVD-10 is a 2-sided DVD that holds up to 9.4GBs of data (around 266 minutes of video depending on compression). Please note that the two-sided DVD-10 is somewhat rare, and there is no interactivity between the sides. So to view the information on the other side, the DVD must be removed from the player and turned over. Most times this is used when putting an NTSC and PAL video on the same disc.     View all of our blank DVDs"
